plan_id,hospital_id,is_in_network,contract_type,rank,distance_score,added_on
PL10817,H200104,yes,cashless,55,11.816,2025-09-30
PL10817,H200407,yes,reimbursement,56,20.233,2025-09-30
PL10817,H200893,yes,reimbursement,57,0.796,2025-09-30
PL10817,H200106,yes,reimbursement,58,1.422,2025-09-30
PL10817,H200516,yes,cashless,59,39.543,2025-09-30
PL10817,H200189,yes,cashless,60,8.266,2025-09-30
PL10817,H200801,yes,reimbursement,61,4.204,2025-09-30
PL10817,H200377,yes,cashless,62,31.813,2025-09-30
PL10817,H200204,yes,cashless,63,29.321,2025-09-30
PL10817,H200901,yes,cashless,64,5.683,2025-09-30
PL10817,H200418,yes,cashless,65,2.721,2025-09-30
PL10818,H200771,yes,reimbursement,1,40.923,2025-09-30
PL10818,H200409,yes,empanelled,2,49.11,2025-09-30
PL10818,H200572,yes,cashless,3,49.3,2025-09-30
PL10818,H200183,yes,cashless,4,13.863,2025-09-30
PL10818,H200628,yes,reimbursement,5,32.371,2025-09-30
PL10818,H200798,yes,cashless,6,3.862,2025-09-30
PL10818,H200736,yes,reimbursement,7,1.366,2025-09-30
PL10818,H200076,yes,cashless,8,43.589,2025-09-30
PL10818,H200455,yes,reimbursement,9,43.82,2025-09-30
PL10818,H200278,yes,empanelled,10,6.542,2025-09-30
PL10818,H200538,yes,cashless,11,10.247,2025-09-30
PL10818,H200689,yes,cashless,12,27.777,2025-09-30
PL10818,H200277,yes,cashless,13,10.248,2025-09-30
PL10818,H200324,yes,cashless,14,22.369,2025-09-30
PL10818,H200280,yes,empanelled,15,31.685,2025-09-30
PL10818,H200821,yes,cashless,16,7.498,2025-09-30
PL10818,H200486,yes,cashless,17,46.088,2025-09-30
PL10818,H200669,yes,reimbursement,18,39.745,2025-09-30
PL10818,H200116,yes,cashless,19,35.503,2025-09-30
PL10818,H200451,yes,empanelled,20,1.544,2025-09-30
PL10818,H200315,yes,cashless,21,25.408,2025-09-30
PL10818,H200503,yes,reimbursement,22,12.683,2025-09-30
PL10818,H200697,yes,reimbursement,23,28.268,2025-09-30
PL10818,H200191,yes,cashless,24,35.122,2025-09-30
PL10818,H200362,yes,cashless,25,31.693,2025-09-30
PL10818,H200484,yes,cashless,26,32.9,2025-09-30
PL10818,H200665,yes,cashless,27,4.99,2025-09-30
PL10818,H200412,yes,reimbursement,28,16.7,2025-09-30
PL10818,H200553,yes,cashless,29,29.586,2025-09-30
PL10818,H200217,yes,cashless,30,37.942,2025-09-30
PL10818,H200438,yes,cashless,31,8.304,2025-09-30
PL10818,H200956,yes,cashless,32,42.38,2025-09-30
PL10818,H200758,yes,reimbursement,33,21.528,2025-09-30
PL10818,H200002,yes,reimbursement,34,3.444,2025-09-30
PL10818,H200691,yes,reimbursement,35,21.313,2025-09-30
PL10818,H200564,yes,cashless,36,30.582,2025-09-30
PL10818,H200623,yes,cashless,37,22.583,2025-09-30
PL10818,H200709,yes,reimbursement,38,35.858,2025-09-30
PL10818,H200090,yes,cashless,39,27.4,2025-09-30
PL10818,H200006,yes,reimbursement,40,44.553,2025-09-30
PL10818,H200462,yes,reimbursement,41,35.394,2025-09-30
PL10818,H200429,yes,cashless,42,14.815,2025-09-30
PL10818,H200820,yes,cashless,43,0.669,2025-09-30
PL10818,H200889,yes,reimbursement,44,30.646,2025-09-30
PL10818,H200206,yes,reimbursement,45,41.372,2025-09-30
PL10818,H200428,yes,cashless,46,29.759,2025-09-30
PL10818,H200620,yes,cashless,47,26.643,2025-09-30
PL10818,H200835,yes,cashless,48,8.722,2025-09-30
PL10818,H200050,yes,cashless,49,4.458,2025-09-30
PL10818,H200659,yes,reimbursement,50,11.598,2025-09-30
PL10818,H200706,yes,empanelled,51,46.343,2025-09-30
PL10818,H200399,yes,reimbursement,52,7.841,2025-09-30
PL10818,H200958,yes,empanelled,53,46.237,2025-09-30
PL10818,H200437,yes,reimbursement,54,49.847,2025-09-30
PL10818,H200072,yes,reimbursement,55,14.738,2025-09-30
PL10818,H200099,yes,cashless,56,42.699,2025-09-30
PL10818,H200865,yes,cashless,57,45.929,2025-09-30
PL10818,H200717,yes,cashless,58,48.427,2025-09-30
PL10818,H200448,yes,reimbursement,59,41.367,2025-09-30
PL10818,H200510,yes,reimbursement,60,16.741,2025-09-30
PL10818,H200168,yes,cashless,61,29.094,2025-09-30
PL10818,H200975,yes,cashless,62,48.797,2025-09-30
PL10818,H200797,yes,cashless,63,40.608,2025-09-30
PL10818,H200724,yes,cashless,64,30.507,2025-09-30
PL10819,H200126,yes,cashless,1,26.752,2025-09-30
PL10819,H200212,yes,reimbursement,2,22.284,2025-09-30
PL10819,H200159,yes,cashless,3,41.208,2025-09-30
PL10819,H200368,yes,cashless,4,23.761,2025-09-30
PL10819,H200654,yes,empanelled,5,43.109,2025-09-30
PL10819,H200152,yes,cashless,6,33.517,2025-09-30
PL10819,H200085,yes,empanelled,7,33.027,2025-09-30
PL10819,H200780,yes,reimbursement,8,49.758,2025-09-30
PL10819,H200546,yes,reimbursement,9,10.761,2025-09-30
PL10819,H200627,yes,cashless,10,18.596,2025-09-30
PL10819,H200383,yes,cashless,11,23.331,2025-09-30
PL10819,H200093,yes,reimbursement,12,38.823,2025-09-30
PL10819,H200766,yes,cashless,13,44.057,2025-09-30
PL10820,H200943,yes,cashless,1,0.263,2025-09-30
PL10820,H200189,yes,cashless,2,44.182,2025-09-30
PL10820,H200574,yes,cashless,3,32.408,2025-09-30
PL10820,H200703,yes,cashless,4,9.515,2025-09-30
PL10820,H200451,yes,cashless,5,6.491,2025-09-30
PL10820,H200433,yes,cashless,6,19.966,2025-09-30
PL10820,H200486,yes,reimbursement,7,49.126,2025-09-30
PL10820,H200673,yes,reimbursement,8,40.862,2025-09-30
PL10820,H200267,yes,cashless,9,43.885,2025-09-30
PL10820,H200400,yes,reimbursement,10,0.201,2025-09-30
PL10820,H200275,yes,cashless,11,43.295,2025-09-30
PL10820,H200505,yes,cashless,12,7.145,2025-09-30
PL10820,H200090,yes,cashless,13,18.088,2025-09-30
PL10820,H200875,yes,reimbursement,14,46.842,2025-09-30
PL10820,H200056,yes,cashless,15,2.051,2025-09-30
PL10820,H200561,yes,cashless,16,2.683,2025-09-30
PL10820,H200514,yes,cashless,17,27.127,2025-09-30
PL10820,H200469,yes,cashless,18,21.623,2025-09-30
PL10820,H200734,yes,cashless,19,41.945,2025-09-30
PL10820,H200702,yes,cashless,20,24.973,2025-09-30
PL10820,H200366,yes,cashless,21,47.632,2025-09-30
PL10820,H200979,yes,cashless,22,12.38,2025-09-30
PL10821,H200266,yes,cashless,1,1.44,2025-09-30
PL10821,H200627,yes,cashless,2,43.505,2025-09-30
PL10821,H200617,yes,cashless,3,0.194,2025-09-30
PL10821,H200465,yes,reimbursement,4,36.012,2025-09-30
PL10821,H200454,yes,reimbursement,5,11.425,2025-09-30
PL10821,H200230,yes,cashless,6,7.084,2025-09-30
PL10821,H200099,yes,cashless,7,43.164,2025-09-30
PL10821,H200195,yes,reimbursement,8,32.733,2025-09-30
PL10821,H200407,yes,reimbursement,9,17.6,2025-09-30
PL10821,H200804,yes,reimbursement,10,8.642,2025-09-30
PL10821,H200222,yes,cashless,11,12.83,2025-09-30
PL10821,H200829,yes,reimbursement,12,36.202,2025-09-30
PL10821,H200543,yes,cashless,13,6.131,2025-09-30
PL10821,H200428,yes,reimbursement,14,3.155,2025-09-30
PL10821,H200322,yes,cashless,15,18.869,2025-09-30
PL10821,H200725,yes,cashless,16,31.492,2025-09-30
PL10821,H200163,yes,cashless,17,24.008,2025-09-30
PL10821,H200975,yes,cashless,18,9.031,2025-09-30
PL10821,H200147,yes,cashless,19,2.912,2025-09-30
PL10821,H200658,yes,reimbursement,20,29.557,2025-09-30
PL10821,H200648,yes,cashless,21,48.59,2025-09-30
PL10821,H200262,yes,cashless,22,8.344,2025-09-30
PL10821,H200436,yes,cashless,23,9.352,2025-09-30
PL10821,H200027,yes,cashless,24,5.785,2025-09-30
PL10821,H200798,yes,cashless,25,38.58,2025-09-30
PL10821,H200752,yes,cashless,26,45.925,2025-09-30
PL10821,H200485,yes,reimbursement,27,12.618,2025-09-30
PL10821,H200239,yes,cashless,28,1.878,2025-09-30
PL10821,H200695,yes,cashless,29,7.127,2025-09-30
PL10821,H200292,yes,cashless,30,44.534,2025-09-30
PL10821,H200035,yes,cashless,31,28.321,2025-09-30
PL10821,H200498,yes,reimbursement,32,46.888,2025-09-30
PL10821,H200903,yes,cashless,33,7.571,2025-09-30
PL10821,H200159,yes,reimbursement,34,48.168,2025-09-30
PL10821,H200318,yes,reimbursement,35,13.959,2025-09-30
PL10821,H200152,yes,reimbursement,36,39.521,2025-09-30
PL10821,H200553,yes,cashless,37,16.494,2025-09-30
PL10821,H200668,yes,reimbursement,38,48.444,2025-09-30
PL10821,H200364,yes,cashless,39,24.885,2025-09-30
PL10821,H200100,yes,cashless,40,21.992,2025-09-30
PL10821,H200809,yes,cashless,41,11.508,2025-09-30
PL10822,H200526,yes,reimbursement,1,4.352,2025-09-30
PL10822,H200197,yes,cashless,2,14.075,2025-09-30
PL10822,H200645,yes,cashless,3,5.8,2025-09-30
PL10822,H200002,yes,cashless,4,48.095,2025-09-30
PL10822,H200035,yes,cashless,5,28.676,2025-09-30
PL10822,H200758,yes,cashless,6,12.481,2025-09-30
PL10822,H200529,yes,reimbursement,7,5.935,2025-09-30
PL10822,H200813,yes,reimbursement,8,40.506,2025-09-30
PL10822,H200358,yes,empanelled,9,18.658,2025-09-30
PL10822,H200192,yes,cashless,10,32.953,2025-09-30
PL10822,H200982,yes,cashless,11,48.307,2025-09-30
PL10822,H200491,yes,empanelled,12,14.898,2025-09-30
PL10822,H200145,yes,reimbursement,13,10.353,2025-09-30
PL10822,H200003,yes,cashless,14,38.136,2025-09-30
PL10822,H200315,yes,cashless,15,42.364,2025-09-30
PL10822,H200981,yes,reimbursement,16,7.882,2025-09-30
PL10822,H200616,yes,reimbursement,17,10.506,2025-09-30
PL10822,H200040,yes,reimbursement,18,16.16,2025-09-30
PL10822,H200104,yes,reimbursement,19,39.166,2025-09-30
PL10822,H200643,yes,empanelled,20,15.058,2025-09-30
PL10822,H200718,yes,reimbursement,21,0.249,2025-09-30
PL10822,H200118,yes,cashless,22,10.702,2025-09-30
PL10822,H200784,yes,reimbursement,23,19.114,2025-09-30
PL10822,H200227,yes,empanelled,24,49.263,2025-09-30
PL10822,H200164,yes,cashless,25,10.271,2025-09-30
PL10822,H200962,yes,cashless,26,1.451,2025-09-30
PL10822,H200852,yes,cashless,27,15.332,2025-09-30
PL10822,H200110,yes,cashless,28,23.597,2025-09-30
PL10822,H200286,yes,cashless,29,32.687,2025-09-30
PL10822,H200874,yes,cashless,30,21.895,2025-09-30
PL10823,H200139,yes,reimbursement,1,33.08,2025-09-30
PL10823,H200105,yes,cashless,2,1.712,2025-09-30
PL10823,H200975,yes,reimbursement,3,35.753,2025-09-30
PL10823,H200123,yes,cashless,4,23.19,2025-09-30
PL10823,H200441,yes,cashless,5,0.628,2025-09-30
PL10823,H200191,yes,cashless,6,14.839,2025-09-30
PL10823,H200807,yes,cashless,7,39.374,2025-09-30
PL10823,H200306,yes,empanelled,8,27.432,2025-09-30
PL10823,H200359,yes,empanelled,9,45.873,2025-09-30
PL10823,H200730,yes,empanelled,10,33.961,2025-09-30
PL10823,H200062,yes,reimbursement,11,36.682,2025-09-30
PL10823,H200101,yes,cashless,12,19.754,2025-09-30
PL10824,H200988,yes,reimbursement,1,40.261,2025-09-30
PL10824,H200460,yes,cashless,2,47.31,2025-09-30
PL10824,H200992,yes,reimbursement,3,29.138,2025-09-30
PL10824,H200843,yes,cashless,4,3.925,2025-09-30
PL10824,H200259,yes,cashless,5,4.451,2025-09-30
PL10824,H200960,yes,cashless,6,44.38,2025-09-30
PL10824,H200384,yes,cashless,7,6.056,2025-09-30
PL10824,H200587,yes,cashless,8,32.993,2025-09-30
PL10824,H200732,yes,cashless,9,24.033,2025-09-30
PL10824,H200668,yes,reimbursement,10,32.772,2025-09-30
PL10824,H200043,yes,cashless,11,15.416,2025-09-30
PL10824,H200744,yes,reimbursement,12,45.779,2025-09-30
PL10824,H200135,yes,empanelled,13,47.621,2025-09-30
PL10824,H200898,yes,cashless,14,11.651,2025-09-30
PL10824,H200566,yes,empanelled,15,6.684,2025-09-30
PL10824,H200124,yes,reimbursement,16,30.719,2025-09-30
PL10824,H200031,yes,cashless,17,41.89,2025-09-30
PL10824,H200465,yes,cashless,18,20.347,2025-09-30
PL10824,H200726,yes,cashless,19,41.248,2025-09-30
PL10824,H200784,yes,cashless,20,38.194,2025-09-30
PL10824,H200334,yes,cashless,21,34.693,2025-09-30
PL10824,H200163,yes,reimbursement,22,21.668,2025-09-30
PL10824,H200333,yes,cashless,23,32.836,2025-09-30
PL10824,H200952,yes,reimbursement,24,34.318,2025-09-30
PL10824,H200815,yes,empanelled,25,46.816,2025-09-30
PL10824,H200079,yes,reimbursement,26,45.567,2025-09-30
PL10824,H200045,yes,reimbursement,27,34.399,2025-09-30
PL10824,H200055,yes,cashless,28,2.595,2025-09-30
PL10824,H200976,yes,cashless,29,33.167,2025-09-30
PL10824,H200550,yes,reimbursement,30,48.205,2025-09-30
PL10824,H200201,yes,cashless,31,7.96,2025-09-30
PL10824,H200369,yes,reimbursement,32,46.462,2025-09-30
PL10824,H200405,yes,cashless,33,12.565,2025-09-30
PL10824,H200896,yes,cashless,34,31.169,2025-09-30
PL10824,H200399,yes,reimbursement,35,10.857,2025-09-30
PL10824,H200365,yes,cashless,36,49.661,2025-09-30
PL10824,H200383,yes,cashless,37,4.978,2025-09-30
PL10824,H200778,yes,reimbursement,38,47.81,2025-09-30
PL10824,H200047,yes,empanelled,39,4.148,2025-09-30
PL10824,H200166,yes,reimbursement,40,29.068,2025-09-30
PL10824,H200056,yes,cashless,41,11.385,2025-09-30
PL10824,H200574,yes,cashless,42,49.993,2025-09-30
PL10824,H200571,yes,empanelled,43,40.389,2025-09-30
PL10824,H200187,yes,reimbursement,44,29.878,2025-09-30
PL10824,H200641,yes,cashless,45,45.485,2025-09-30
PL10824,H200610,yes,cashless,46,23.275,2025-09-30
PL10824,H200888,yes,cashless,47,17.806,2025-09-30
PL10824,H200097,yes,cashless,48,11.234,2025-09-30
PL10824,H200403,yes,cashless,49,16.802,2025-09-30
PL10824,H200494,yes,cashless,50,33.141,2025-09-30
PL10824,H200916,yes,cashless,51,48.051,2025-09-30
PL10824,H200544,yes,cashless,52,23.361,2025-09-30
PL10824,H200446,yes,cashless,53,19.301,2025-09-30
PL10824,H200985,yes,cashless,54,20.657,2025-09-30
PL10824,H200847,yes,cashless,55,5.829,2025-09-30
PL10824,H200251,yes,cashless,56,47.928,2025-09-30
PL10824,H200929,yes,cashless,57,35.132,2025-09-30
PL10824,H200788,yes,cashless,58,30.787,2025-09-30
PL10824,H200440,yes,cashless,59,35.956,2025-09-30
PL10824,H200341,yes,cashless,60,24.122,2025-09-30
PL10824,H200746,yes,cashless,61,13.564,2025-09-30
PL10824,H200009,yes,cashless,62,21.183,2025-09-30
PL10824,H200299,yes,cashless,63,4.547,2025-09-30
PL10824,H200486,yes,cashless,64,26.327,2025-09-30
PL10824,H200434,yes,cashless,65,45.025,2025-09-30
PL10824,H200262,yes,cashless,66,14.041,2025-09-30
PL10824,H200914,yes,reimbursement,67,46.317,2025-09-30
PL10824,H200519,yes,cashless,68,19.206,2025-09-30
PL10824,H200044,yes,reimbursement,69,36.595,2025-09-30
PL10824,H200313,yes,cashless,70,27.886,2025-09-30
PL10824,H200750,yes,cashless,71,47.52,2025-09-30
PL10824,H200173,yes,cashless,72,18.154,2025-09-30
PL10824,H200291,yes,cashless,73,47.349,2025-09-30
PL10824,H200855,yes,empanelled,74,23.533,2025-09-30
PL10824,H200710,yes,cashless,75,49.888,2025-09-30
PL10824,H200702,yes,cashless,76,20.859,2025-09-30
PL10824,H200775,yes,cashless,77,10.769,2025-09-30
PL10824,H200120,yes,reimbursement,78,1.537,2025-09-30
PL10824,H200265,yes,reimbursement,79,9.571,2025-09-30
PL10824,H200823,yes,cashless,80,40.007,2025-09-30
PL10824,H200305,yes,cashless,81,39.422,2025-09-30
PL10824,H200409,yes,cashless,82,0.416,2025-09-30
PL10824,H200195,yes,cashless,83,38.179,2025-09-30
PL10825,H200043,yes,reimbursement,1,45.134,2025-09-30
PL10825,H200612,yes,reimbursement,2,25.699,2025-09-30
PL10825,H200408,yes,cashless,3,23.279,2025-09-30
PL10825,H200018,yes,cashless,4,31.462,2025-09-30
PL10825,H200737,yes,reimbursement,5,4.991,2025-09-30
PL10825,H200935,yes,reimbursement,6,49.336,2025-09-30
PL10825,H200062,yes,cashless,7,12.913,2025-09-30
PL10825,H200101,yes,reimbursement,8,29.875,2025-09-30
PL10825,H200376,yes,reimbursement,9,48.274,2025-09-30
PL10825,H200608,yes,reimbursement,10,30.57,2025-09-30
PL10825,H200158,yes,cashless,11,10.828,2025-09-30
PL10825,H200394,yes,empanelled,12,9.479,2025-09-30
PL10825,H200307,yes,cashless,13,30.875,2025-09-30
PL10825,H200208,yes,cashless,14,19.726,2025-09-30
PL10825,H200999,yes,reimbursement,15,26.84,2025-09-30
PL10825,H200831,yes,reimbursement,16,41.356,2025-09-30
PL10825,H200940,yes,reimbursement,17,48.057,2025-09-30
PL10825,H200697,yes,reimbursement,18,9.433,2025-09-30
PL10825,H200747,yes,reimbursement,19,38.86,2025-09-30
PL10825,H200897,yes,cashless,20,14.809,2025-09-30
PL10825,H200643,yes,cashless,21,27.08,2025-09-30
PL10825,H200139,yes,reimbursement,22,46.574,2025-09-30
PL10825,H200726,yes,reimbursement,23,22.496,2025-09-30
PL10825,H200302,yes,reimbursement,24,12.536,2025-09-30
PL10825,H200624,yes,reimbursement,25,20.602,2025-09-30
PL10825,H200668,yes,reimbursement,26,6.793,2025-09-30
PL10825,H200788,yes,reimbursement,27,22.314,2025-09-30
PL10825,H200990,yes,cashless,28,24.489,2025-09-30
PL10825,H200770,yes,reimbursement,29,12.679,2025-09-30
PL10825,H200380,yes,cashless,30,11.397,2025-09-30
PL10825,H200388,yes,cashless,31,26.484,2025-09-30
PL10825,H200294,yes,cashless,32,27.523,2025-09-30
PL10825,H200790,yes,cashless,33,27.564,2025-09-30
PL10826,H200343,yes,empanelled,1,37.287,2025-09-30
PL10826,H200760,yes,reimbursement,2,47.796,2025-09-30
PL10826,H200670,yes,cashless,3,21.0,2025-09-30
PL10826,H200320,yes,reimbursement,4,39.754,2025-09-30
PL10826,H200496,yes,reimbursement,5,41.69,2025-09-30
PL10826,H200643,yes,cashless,6,3.485,2025-09-30
PL10826,H200086,yes,cashless,7,20.822,2025-09-30
PL10826,H200102,yes,reimbursement,8,32.616,2025-09-30
PL10826,H200124,yes,reimbursement,9,37.861,2025-09-30
PL10826,H200741,yes,reimbursement,10,23.17,2025-09-30
PL10826,H200369,yes,empanelled,11,32.111,2025-09-30
PL10826,H200504,yes,cashless,12,33.165,2025-09-30
PL10826,H200274,yes,reimbursement,13,28.38,2025-09-30
PL10826,H200195,yes,empanelled,14,9.603,2025-09-30
PL10826,H200162,yes,reimbursement,15,4.487,2025-09-30
PL10826,H200484,yes,cashless,16,26.163,2025-09-30
PL10826,H200149,yes,cashless,17,11.321,2025-09-30
PL10826,H200085,yes,cashless,18,21.811,2025-09-30
PL10826,H200328,yes,cashless,19,36.846,2025-09-30
PL10826,H200028,yes,reimbursement,20,8.061,2025-09-30
PL10826,H200696,yes,cashless,21,38.045,2025-09-30
PL10826,H200542,yes,cashless,22,48.997,2025-09-30
PL10826,H200894,yes,cashless,23,44.435,2025-09-30
PL10826,H200997,yes,cashless,24,28.898,2025-09-30
PL10827,H200180,yes,reimbursement,1,23.648,2025-09-30
PL10827,H200175,yes,cashless,2,41.616,2025-09-30
PL10827,H200060,yes,cashless,3,11.825,2025-09-30
PL10827,H200697,yes,cashless,4,29.599,2025-09-30
PL10827,H200041,yes,cashless,5,35.73,2025-09-30
PL10827,H200171,yes,empanelled,6,49.995,2025-09-30
PL10827,H200350,yes,reimbursement,7,6.698,2025-09-30
PL10827,H200249,yes,cashless,8,19.945,2025-09-30
PL10827,H200423,yes,cashless,9,25.262,2025-09-30
PL10827,H200305,yes,reimbursement,10,42.118,2025-09-30
PL10827,H200323,yes,cashless,11,23.007,2025-09-30
PL10827,H200695,yes,reimbursement,12,19.271,2025-09-30
PL10827,H200817,yes,cashless,13,15.468,2025-09-30
PL10827,H200135,yes,cashless,14,29.533,2025-09-30
PL10827,H200474,yes,empanelled,15,24.577,2025-09-30
PL10827,H200482,yes,cashless,16,37.8,2025-09-30
PL10827,H200906,yes,cashless,17,32.544,2025-09-30
PL10827,H200666,yes,cashless,18,17.347,2025-09-30
PL10827,H200884,yes,empanelled,19,10.321,2025-09-30
PL10827,H200984,yes,cashless,20,35.459,2025-09-30
PL10827,H200473,yes,reimbursement,21,26.248,2025-09-30
PL10827,H200485,yes,cashless,22,23.94,2025-09-30
PL10827,H200337,yes,cashless,23,1.086,2025-09-30
PL10827,H200561,yes,cashless,24,34.078,2025-09-30
PL10827,H200082,yes,empanelled,25,2.69,2025-09-30
PL10827,H200988,yes,reimbursement,26,26.254,2025-09-30
PL10827,H200668,yes,empanelled,27,37.713,2025-09-30
PL10827,H200494,yes,cashless,28,31.523,2025-09-30
PL10827,H200272,yes,cashless,29,23.608,2025-09-30
PL10827,H200664,yes,empanelled,30,7.842,2025-09-30
PL10827,H200786,yes,cashless,31,9.18,2025-09-30
PL10827,H200447,yes,cashless,32,47.374,2025-09-30
PL10827,H200510,yes,cashless,33,30.83,2025-09-30
PL10827,H200749,yes,empanelled,34,17.768,2025-09-30
PL10827,H200757,yes,cashless,35,34.533,2025-09-30
PL10827,H200250,yes,cashless,36,10.779,2025-09-30
PL10827,H200411,yes,reimbursement,37,42.634,2025-09-30
PL10827,H200869,yes,cashless,38,24.696,2025-09-30
PL10827,H200283,yes,cashless,39,48.875,2025-09-30
PL10827,H200205,yes,reimbursement,40,40.547,2025-09-30
PL10827,H200539,yes,cashless,41,45.226,2025-09-30
PL10827,H200232,yes,cashless,42,18.074,2025-09-30
PL10827,H200834,yes,cashless,43,14.371,2025-09-30
PL10827,H200306,yes,cashless,44,1.774,2025-09-30
PL10827,H200154,yes,cashless,45,16.241,2025-09-30
PL10827,H200303,yes,cashless,46,19.344,2025-09-30
PL10827,H200308,yes,cashless,47,28.377,2025-09-30
PL10827,H200720,yes,cashless,48,44.511,2025-09-30
PL10827,H200717,yes,reimbursement,49,14.923,2025-09-30
PL10827,H200851,yes,empanelled,50,17.626,2025-09-30
PL10827,H200628,yes,cashless,51,34.697,2025-09-30
PL10827,H200740,yes,reimbursement,52,40.489,2025-09-30
PL10827,H200061,yes,reimbursement,53,42.856,2025-09-30
PL10827,H200766,yes,reimbursement,54,45.863,2025-09-30
PL10827,H200280,yes,cashless,55,21.836,2025-09-30
PL10827,H200559,yes,cashless,56,31.884,2025-09-30
PL10827,H200156,yes,cashless,57,31.145,2025-09-30
PL10827,H200775,yes,empanelled,58,1.593,2025-09-30
PL10827,H200718,yes,cashless,59,20.611,2025-09-30
PL10827,H200096,yes,reimbursement,60,6.157,2025-09-30
PL10827,H200936,yes,reimbursement,61,17.749,2025-09-30
PL10827,H200226,yes,cashless,62,32.706,2025-09-30
PL10827,H200086,yes,reimbursement,63,7.936,2025-09-30
PL10827,H200075,yes,cashless,64,49.76,2025-09-30
PL10827,H200821,yes,cashless,65,2.4,2025-09-30
PL10827,H200357,yes,reimbursement,66,47.746,2025-09-30
PL10827,H200298,yes,cashless,67,0.934,2025-09-30
PL10827,H200949,yes,reimbursement,68,44.071,2025-09-30
PL10827,H200444,yes,reimbursement,69,14.374,2025-09-30
PL10827,H200942,yes,reimbursement,70,39.511,2025-09-30
PL10827,H200012,yes,reimbursement,71,5.867,2025-09-30
PL10827,H200404,yes,cashless,72,24.329,2025-09-30
PL10827,H200838,yes,cashless,73,14.377,2025-09-30
PL10827,H200566,yes,cashless,74,41.873,2025-09-30
PL10827,H200151,yes,reimbursement,75,36.202,2025-09-30
PL10827,H200645,yes,cashless,76,49.124,2025-09-30
PL10827,H200674,yes,reimbursement,77,21.17,2025-09-30
PL10827,H200369,yes,empanelled,78,13.283,2025-09-30
PL10827,H200701,yes,reimbursement,79,7.692,2025-09-30
PL10828,H200469,yes,reimbursement,1,49.23,2025-09-30
PL10828,H200099,yes,reimbursement,2,35.238,2025-09-30
PL10828,H200948,yes,cashless,3,33.309,2025-09-30
PL10828,H200424,yes,cashless,4,20.381,2025-09-30
PL10828,H200984,yes,cashless,5,2.259,2025-09-30
PL10828,H200135,yes,cashless,6,0.159,2025-09-30
PL10828,H200485,yes,cashless,7,37.368,2025-09-30
PL10828,H200351,yes,cashless,8,38.075,2025-09-30
PL10828,H200072,yes,cashless,9,27.83,2025-09-30
PL10828,H200056,yes,cashless,10,3.153,2025-09-30
PL10828,H200750,yes,empanelled,11,33.95,2025-09-30
PL10828,H200347,yes,reimbursement,12,49.021,2025-09-30
PL10828,H200766,yes,cashless,13,37.305,2025-09-30
PL10828,H200109,yes,cashless,14,14.662,2025-09-30
PL10828,H200706,yes,cashless,15,39.33,2025-09-30
PL10828,H200511,yes,reimbursement,16,26.55,2025-09-30
PL10828,H200376,yes,cashless,17,15.087,2025-09-30
PL10828,H200964,yes,cashless,18,0.283,2025-09-30
PL10828,H200434,yes,reimbursement,19,32.118,2025-09-30
PL10828,H200648,yes,empanelled,20,3.068,2025-09-30
PL10828,H200473,yes,cashless,21,44.637,2025-09-30
PL10828,H200909,yes,cashless,22,39.851,2025-09-30
PL10828,H200572,yes,cashless,23,18.038,2025-09-30
PL10828,H200086,yes,cashless,24,34.933,2025-09-30
PL10828,H200847,yes,reimbursement,25,22.954,2025-09-30
PL10828,H200459,yes,cashless,26,39.893,2025-09-30
PL10828,H200805,yes,cashless,27,48.878,2025-09-30
PL10828,H200061,yes,reimbursement,28,6.825,2025-09-30
PL10828,H200612,yes,cashless,29,19.903,2025-09-30
PL10828,H200712,yes,cashless,30,36.343,2025-09-30
PL10828,H200116,yes,reimbursement,31,20.887,2025-09-30
PL10828,H200100,yes,reimbursement,32,14.993,2025-09-30
PL10828,H200066,yes,cashless,33,10.807,2025-09-30
PL10828,H200649,yes,cashless,34,31.966,2025-09-30
PL10828,H200623,yes,cashless,35,32.509,2025-09-30
PL10828,H200678,yes,empanelled,36,49.62,2025-09-30
PL10828,H200225,yes,cashless,37,26.279,2025-09-30
PL10828,H200849,yes,reimbursement,38,27.685,2025-09-30
PL10828,H200500,yes,reimbursement,39,28.858,2025-09-30
PL10828,H200363,yes,empanelled,40,30.503,2025-09-30
PL10828,H200719,yes,reimbursement,41,31.025,2025-09-30
PL10828,H200123,yes,cashless,42,46.025,2025-09-30
PL10828,H200846,yes,cashless,43,28.179,2025-09-30
PL10828,H200106,yes,reimbursement,44,23.161,2025-09-30
PL10828,H200015,yes,cashless,45,17.844,2025-09-30
PL10828,H200248,yes,reimbursement,46,33.105,2025-09-30
PL10828,H200792,yes,reimbursement,47,37.398,2025-09-30
PL10828,H200242,yes,cashless,48,8.194,2025-09-30
PL10828,H200132,yes,reimbursement,49,25.262,2025-09-30
PL10828,H200872,yes,cashless,50,38.45,2025-09-30
PL10828,H200906,yes,cashless,51,26.104,2025-09-30
PL10828,H200321,yes,cashless,52,38.247,2025-09-30
PL10828,H200902,yes,reimbursement,53,23.168,2025-09-30
PL10828,H200281,yes,cashless,54,27.863,2025-09-30
PL10828,H200640,yes,cashless,55,33.317,2025-09-30
PL10828,H200343,yes,cashless,56,21.983,2025-09-30
PL10828,H200251,yes,reimbursement,57,9.734,2025-09-30
