hospital_id,name,state,city,pincode,bed_count,specialties,address,latitude,longitude,is_empanelled_public,created_at
H200462,South Delhi Health Institute 340,Delhi,South Delhi,300462,158,"Nephrology,Pediatrics,Orthopedics,ENT",125 South Delhi Medical Road,20.183142,71.989838,no,2025-09-30
H200463,Raipur Health Institute 8289,Chhattisgarh,Raipur,300463,1137,"Nephrology,General Medicine,Neurology",186 Raipur Medical Road,23.298764,73.265276,no,2025-09-30
H200464,Warangal Health Institute 2312,Telangana,Warangal,300464,578,"Pediatrics,Oncology,Gastroenterology,Nephrology",169 Warangal Medical Road,20.837288,69.609896,no,2025-09-30
H200465,New Delhi Health Institute 6008,Delhi,New Delhi,300465,148,"Orthopedics,ENT,General Medicine",209 New Delhi Medical Road,9.260486,68.748907,no,2025-09-30
H200466,Mangalore Health Institute 4561,Karnataka,Mangalore,300466,313,"Gastroenterology,Cardiology",75 Mangalore Medical Road,26.924975,80.367266,no,2025-09-30
H200467,Kochi Health Institute 6683,Kerala,Kochi,300467,528,"Orthopedics,Gastroenterology,Cardiology,Pediatrics,Nephrology",289 Kochi Medical Road,30.873901,80.474708,no,2025-09-30
H200468,Hubli Health Institute 6494,Karnataka,Hubli,300468,127,"ENT,General Medicine,Orthopedics,Nephrology",79 Hubli Medical Road,21.677603,75.067591,no,2025-09-30
H200469,Tiruchirappalli Health Institute 8342,Tamil Nadu,Tiruchirappalli,300469,204,"Neurology,Pediatrics",279 Tiruchirappalli Medical Road,14.284648,72.597413,no,2025-09-30
H200470,Aurangabad Health Institute 8093,Maharashtra,Aurangabad,300470,393,"Cardiology,Nephrology,Pediatrics",146 Aurangabad Medical Road,28.463864,69.512878,no,2025-09-30
H200471,Amritsar Health Institute 7882,Punjab,Amritsar,300471,296,"Cardiology,Neurology,Nephrology,Oncology",209 Amritsar Medical Road,8.436326,74.001327,yes,2025-09-30
H200472,Gaya Health Institute 1358,Bihar,Gaya,300472,738,"Neurology,Oncology,Pediatrics,Nephrology",223 Gaya Medical Road,17.525219,70.275037,yes,2025-09-30
H200473,Kolkata Health Institute 1599,West Bengal,Kolkata,300473,749,"Orthopedics,General Medicine",19 Kolkata Medical Road,9.189129,73.064117,no,2025-09-30
H200474,Guwahati Health Institute 4788,Assam,Guwahati,300474,590,"ENT,Nephrology",27 Guwahati Medical Road,28.102433,74.278663,no,2025-09-30
H200475,Warangal Health Institute 3181,Telangana,Warangal,300475,837,"Oncology,Pediatrics",139 Warangal Medical Road,11.274726,85.93982,no,2025-09-30
H200476,Udaipur Health Institute 7142,Rajasthan,Udaipur,300476,318,"Cardiology,ENT,Neurology,Gastroenterology",251 Udaipur Medical Road,12.468231,70.809379,no,2025-09-30
H200477,Asansol Health Institute 7264,West Bengal,Asansol,300477,649,"Pediatrics,Gastroenterology,ENT,Orthopedics,Nephrology",276 Asansol Medical Road,11.864564,83.807533,yes,2025-09-30
H200478,Ludhiana Health Institute 4097,Punjab,Ludhiana,300478,430,"Cardiology,Neurology,Pediatrics,Oncology,General Medicine",278 Ludhiana Medical Road,21.720315,83.665087,no,2025-09-30
H200479,Mangalore Health Institute 8469,Karnataka,Mangalore,300479,247,"Oncology,Nephrology,Pediatrics",275 Mangalore Medical Road,19.092162,71.942186,no,2025-09-30
H200480,Nashik Health Institute 9125,Maharashtra,Nashik,300480,59,"Cardiology,ENT,Neurology,Pediatrics,Oncology",182 Nashik Medical Road,25.920272,83.516697,no,2025-09-30
H200481,Ranchi Health Institute 3583,Jharkhand,Ranchi,300481,606,"Pediatrics,Cardiology,Oncology,Orthopedics,Nephrology",157 Ranchi Medical Road,22.549893,69.843084,no,2025-09-30
H200482,Noida Health Institute 3051,Uttar Pradesh,Noida,300482,640,"ENT,Nephrology",2 Noida Medical Road,11.634838,81.036468,no,2025-09-30
H200483,Gurgaon Health Institute 7167,Haryana,Gurgaon,300483,1009,"Oncology,Neurology,Pediatrics",286 Gurgaon Medical Road,23.323766,69.277772,yes,2025-09-30
H200484,Kanpur Health Institute 9681,Uttar Pradesh,Kanpur,300484,518,"Nephrology,Oncology,Neurology",11 Kanpur Medical Road,9.234754,84.38417,no,2025-09-30
H200485,Nashik Health Institute 4582,Maharashtra,Nashik,300485,315,"Oncology,Cardiology,Gastroenterology,ENT",287 Nashik Medical Road,17.190604,72.966876,no,2025-09-30
H200486,Mysuru Health Institute 4607,Karnataka,Mysuru,300486,1084,"Orthopedics,General Medicine,Gastroenterology,Oncology,Pediatrics",274 Mysuru Medical Road,18.781762,87.916099,no,2025-09-30
H200487,Pune Health Institute 5519,Maharashtra,Pune,300487,229,"Gastroenterology,Orthopedics,ENT,General Medicine",300 Pune Medical Road,11.872448,81.498477,no,2025-09-30
H200488,Jaipur Health Institute 2968,Rajasthan,Jaipur,300488,882,"Oncology,Nephrology,ENT",255 Jaipur Medical Road,28.69163,81.929611,no,2025-09-30
H200489,Warangal Health Institute 9457,Telangana,Warangal,300489,124,"General Medicine,Gastroenterology,Cardiology",208 Warangal Medical Road,17.817583,68.666719,yes,2025-09-30
H200490,South Delhi Health Institute 3606,Delhi,South Delhi,300490,324,"Gastroenterology,ENT,Nephrology,Cardiology,Oncology",226 South Delhi Medical Road,11.287304,81.727274,no,2025-09-30
H200491,Siliguri Health Institute 3541,West Bengal,Siliguri,300491,228,"Nephrology,Cardiology,General Medicine",107 Siliguri Medical Road,13.15313,75.771636,no,2025-09-30
H200492,Kanpur Health Institute 3360,Uttar Pradesh,Kanpur,300492,313,"General Medicine,Oncology",201 Kanpur Medical Road,28.941484,77.902057,no,2025-09-30
H200493,Ahmedabad Health Institute 5566,Gujarat,Ahmedabad,300493,870,"Orthopedics,Cardiology",15 Ahmedabad Medical Road,31.053848,71.441627,no,2025-09-30
H200494,Bhubaneswar Health Institute 5530,Odisha,Bhubaneswar,300494,1103,"Oncology,Cardiology,Gastroenterology",172 Bhubaneswar Medical Road,24.370659,69.990595,no,2025-09-30
H200495,Guwahati Health Institute 9194,Assam,Guwahati,300495,144,"Pediatrics,Cardiology,General Medicine",171 Guwahati Medical Road,17.409568,76.58994,no,2025-09-30
H200496,Vadodara Health Institute 4707,Gujarat,Vadodara,300496,666,"Neurology,ENT,Oncology,Cardiology,General Medicine",154 Vadodara Medical Road,24.355365,77.207867,no,2025-09-30
H200497,Thiruvananthapuram Health Institute 6374,Kerala,Thiruvananthapuram,300497,726,"Pediatrics,Gastroenterology,Cardiology",257 Thiruvananthapuram Medical Road,13.882045,87.690687,no,2025-09-30
H200498,South Delhi Health Institute 5946,Delhi,South Delhi,300498,239,"Orthopedics,Neurology,ENT,Pediatrics,General Medicine",20 South Delhi Medical Road,15.160056,75.763506,no,2025-09-30
H200499,Jodhpur Health Institute 491,Rajasthan,Jodhpur,300499,280,"Gastroenterology,Nephrology",40 Jodhpur Medical Road,13.423758,84.024709,yes,2025-09-30
H200500,Raipur Health Institute 6147,Chhattisgarh,Raipur,300500,664,"Gastroenterology,Nephrology,ENT,General Medicine,Neurology",41 Raipur Medical Road,12.658288,81.373862,no,2025-09-30
H200501,Hubli Health Institute 268,Karnataka,Hubli,300501,79,"Pediatrics,Oncology,Neurology,Orthopedics",79 Hubli Medical Road,23.303244,71.359027,no,2025-09-30
H200502,Bengaluru Health Institute 5295,Karnataka,Bengaluru,300502,1155,"Gastroenterology,Oncology,Neurology,Cardiology,Nephrology",196 Bengaluru Medical Road,12.942887,80.614676,no,2025-09-30
H200503,Kanpur Health Institute 9138,Uttar Pradesh,Kanpur,300503,1155,"ENT,Gastroenterology,Cardiology",251 Kanpur Medical Road,24.646383,73.995492,no,2025-09-30
H200504,Kolkata Health Institute 5112,West Bengal,Kolkata,300504,838,"Pediatrics,Nephrology",215 Kolkata Medical Road,13.166995,69.859119,no,2025-09-30
H200505,Gurgaon Health Institute 4299,Haryana,Gurgaon,300505,366,"Orthopedics,Pediatrics",23 Gurgaon Medical Road,27.516582,71.744051,no,2025-09-30
H200506,Aurangabad Health Institute 1110,Maharashtra,Aurangabad,300506,960,"Nephrology,ENT,Gastroenterology",158 Aurangabad Medical Road,27.60681,73.368676,no,2025-09-30
H200507,Raipur Health Institute 4577,Chhattisgarh,Raipur,300507,915,"Neurology,General Medicine,ENT",12 Raipur Medical Road,10.692237,84.808319,no,2025-09-30
H200508,Bengaluru Health Institute 5975,Karnataka,Bengaluru,300508,596,"Nephrology,Neurology,Pediatrics",95 Bengaluru Medical Road,11.916388,73.824442,no,2025-09-30
H200509,Guwahati Health Institute 3140,Assam,Guwahati,300509,1065,"Pediatrics,Neurology",261 Guwahati Medical Road,18.555372,68.521739,no,2025-09-30
H200510,Gaya Health Institute 7221,Bihar,Gaya,300510,1003,"Nephrology,General Medicine,Cardiology,Neurology",134 Gaya Medical Road,24.397387,71.475904,no,2025-09-30
H200511,Madurai Health Institute 6292,Tamil Nadu,Madurai,300511,713,"Nephrology,General Medicine,Oncology",211 Madurai Medical Road,16.718746,69.846674,no,2025-09-30
H200512,Asansol Health Institute 3975,West Bengal,Asansol,300512,530,"General Medicine,Gastroenterology,Nephrology",184 Asansol Medical Road,28.828308,73.83577,no,2025-09-30
H200513,Ludhiana Health Institute 3216,Punjab,Ludhiana,300513,871,"General Medicine,Gastroenterology,Pediatrics",152 Ludhiana Medical Road,11.591833,86.195575,no,2025-09-30
H200514,Asansol Health Institute 377,West Bengal,Asansol,300514,838,"Pediatrics,Gastroenterology",290 Asansol Medical Road,19.228218,82.836832,no,2025-09-30
H200515,Kanpur Health Institute 6655,Uttar Pradesh,Kanpur,300515,379,"General Medicine,Nephrology,Oncology",77 Kanpur Medical Road,27.659002,74.06565,no,2025-09-30
H200516,Nagpur Health Institute 3614,Maharashtra,Nagpur,300516,322,"General Medicine,Cardiology,Orthopedics,Neurology,Oncology",45 Nagpur Medical Road,32.824045,82.774246,no,2025-09-30
H200517,Bengaluru Health Institute 9261,Karnataka,Bengaluru,300517,349,"Oncology,ENT,Orthopedics,General Medicine",104 Bengaluru Medical Road,24.430387,72.182263,no,2025-09-30
H200518,Aurangabad Health Institute 2396,Maharashtra,Aurangabad,300518,397,"Nephrology,ENT",48 Aurangabad Medical Road,18.4411,69.666479,no,2025-09-30
H200519,Gurgaon Health Institute 8733,Haryana,Gurgaon,300519,207,"General Medicine,Pediatrics,Orthopedics,Cardiology,Nephrology",232 Gurgaon Medical Road,26.387015,87.145901,no,2025-09-30
H200520,Kochi Health Institute 9821,Kerala,Kochi,300520,40,"Pediatrics,Orthopedics,Cardiology",8 Kochi Medical Road,15.01654,68.95192,yes,2025-09-30
H200521,New Delhi Health Institute 4416,Delhi,New Delhi,300521,265,"Nephrology,Cardiology,General Medicine",285 New Delhi Medical Road,12.630116,70.131268,no,2025-09-30
H200522,Guwahati Health Institute 3471,Assam,Guwahati,300522,1110,"Cardiology,Nephrology,Pediatrics",19 Guwahati Medical Road,23.915156,74.594596,yes,2025-09-30
H200523,Kozhikode Health Institute 8334,Kerala,Kozhikode,300523,167,"Cardiology,Nephrology",21 Kozhikode Medical Road,16.411824,83.281149,yes,2025-09-30
H200524,Gaya Health Institute 8826,Bihar,Gaya,300524,1154,"Gastroenterology,Pediatrics,General Medicine,Orthopedics,Cardiology",16 Gaya Medical Road,19.323589,83.143311,no,2025-09-30
H200525,Jaipur Health Institute 3251,Rajasthan,Jaipur,300525,1198,"ENT,Cardiology,General Medicine,Neurology",35 Jaipur Medical Road,10.289815,81.393874,yes,2025-09-30
H200526,Kanpur Health Institute 5791,Uttar Pradesh,Kanpur,300526,954,"Gastroenterology,ENT",44 Kanpur Medical Road,14.897179,71.126817,no,2025-09-30
H200527,Warangal Health Institute 897,Telangana,Warangal,300527,932,"Pediatrics,ENT,General Medicine,Cardiology",230 Warangal Medical Road,25.289724,86.252288,no,2025-09-30
H200528,Hyderabad Health Institute 5573,Telangana,Hyderabad,300528,1192,"Gastroenterology,Oncology,Cardiology,ENT,Orthopedics",286 Hyderabad Medical Road,17.308206,80.210974,no,2025-09-30
H200529,Jaipur Health Institute 2993,Rajasthan,Jaipur,300529,915,"General Medicine,Pediatrics,Oncology",44 Jaipur Medical Road,28.161968,81.128141,no,2025-09-30
H200530,Udaipur Health Institute 424,Rajasthan,Udaipur,300530,836,"Pediatrics,Nephrology,Neurology,General Medicine,ENT",58 Udaipur Medical Road,13.148975,85.033905,no,2025-09-30
H200531,Ahmedabad Health Institute 7994,Gujarat,Ahmedabad,300531,161,"Orthopedics,Cardiology",23 Ahmedabad Medical Road,30.402899,84.803216,no,2025-09-30
H200532,Jaipur Health Institute 9584,Rajasthan,Jaipur,300532,409,"Neurology,Gastroenterology,Orthopedics,Cardiology,Oncology",70 Jaipur Medical Road,14.600043,74.272244,no,2025-09-30
H200533,Agra Health Institute 4268,Uttar Pradesh,Agra,300533,1075,"Oncology,Nephrology,Neurology",14 Agra Medical Road,20.298738,84.894106,yes,2025-09-30
H200534,Chennai Health Institute 5967,Tamil Nadu,Chennai,300534,557,"Oncology,Pediatrics,Orthopedics",282 Chennai Medical Road,22.259088,71.330864,no,2025-09-30
H200535,Gaya Health Institute 9167,Bihar,Gaya,300535,763,"Gastroenterology,ENT,Nephrology,General Medicine,Pediatrics",179 Gaya Medical Road,11.180386,86.838002,no,2025-09-30
H200536,Ranchi Health Institute 444,Jharkhand,Ranchi,300536,638,"Orthopedics,ENT",76 Ranchi Medical Road,9.659162,82.195283,no,2025-09-30
H200537,Cuttack Health Institute 9815,Odisha,Cuttack,300537,643,"Pediatrics,General Medicine,Gastroenterology",282 Cuttack Medical Road,26.231692,75.190693,no,2025-09-30
H200538,South Delhi Health Institute 5731,Delhi,South Delhi,300538,444,"ENT,Neurology",36 South Delhi Medical Road,12.274541,86.956146,yes,2025-09-30
H200539,Cuttack Health Institute 5917,Odisha,Cuttack,300539,841,"ENT,Pediatrics,Orthopedics,Cardiology,Neurology",292 Cuttack Medical Road,14.840713,79.093994,no,2025-09-30
H200540,Aurangabad Health Institute 8008,Maharashtra,Aurangabad,300540,787,"Gastroenterology,Cardiology,General Medicine,ENT,Pediatrics",67 Aurangabad Medical Road,29.245553,73.523547,no,2025-09-30
H200541,Chandigarh Health Institute 68,Punjab,Chandigarh,300541,50,"Orthopedics,Gastroenterology,Oncology,General Medicine,Cardiology",203 Chandigarh Medical Road,16.723681,70.852743,no,2025-09-30
H200542,Coimbatore Health Institute 2701,Tamil Nadu,Coimbatore,300542,386,"Oncology,Pediatrics,General Medicine",7 Coimbatore Medical Road,30.734398,70.116115,no,2025-09-30
H200543,Jaipur Health Institute 8044,Rajasthan,Jaipur,300543,850,"Pediatrics,Oncology,Neurology,Orthopedics,ENT",156 Jaipur Medical Road,26.074229,85.229328,no,2025-09-30
H200544,Lucknow Health Institute 4207,Uttar Pradesh,Lucknow,300544,727,"Orthopedics,ENT",241 Lucknow Medical Road,14.079688,83.556001,no,2025-09-30
H200545,Jodhpur Health Institute 9868,Rajasthan,Jodhpur,300545,171,"Nephrology,General Medicine,ENT,Oncology",136 Jodhpur Medical Road,21.26942,73.562235,no,2025-09-30
H200546,Warangal Health Institute 1658,Telangana,Warangal,300546,598,"Neurology,General Medicine",296 Warangal Medical Road,15.226205,82.510615,no,2025-09-30
H200547,Vadodara Health Institute 3671,Gujarat,Vadodara,300547,518,"Nephrology,Neurology,Cardiology,Oncology",136 Vadodara Medical Road,19.379709,86.093199,no,2025-09-30
H200548,Bhubaneswar Health Institute 4070,Odisha,Bhubaneswar,300548,176,"ENT,General Medicine,Neurology,Pediatrics,Nephrology",165 Bhubaneswar Medical Road,25.637917,73.800328,no,2025-09-30
H200549,Ahmedabad Health Institute 9268,Gujarat,Ahmedabad,300549,956,"Cardiology,Gastroenterology",227 Ahmedabad Medical Road,17.17086,70.674818,no,2025-09-30
H200550,Jaipur Health Institute 9296,Rajasthan,Jaipur,300550,145,"ENT,Orthopedics,General Medicine,Oncology,Pediatrics",245 Jaipur Medical Road,24.900385,68.193334,no,2025-09-30
H200551,Raipur Health Institute 951,Chhattisgarh,Raipur,300551,93,"Neurology,Oncology",188 Raipur Medical Road,11.193588,81.399417,no,2025-09-30
H200552,Ahmedabad Health Institute 9712,Gujarat,Ahmedabad,300552,507,"Oncology,ENT",276 Ahmedabad Medical Road,15.641094,85.771927,no,2025-09-30
H200553,Noida Health Institute 2321,Uttar Pradesh,Noida,300553,428,"Orthopedics,Nephrology,Neurology,General Medicine,Pediatrics",60 Noida Medical Road,25.965342,83.857022,yes,2025-09-30
H200554,Patna Health Institute 685,Bihar,Patna,300554,198,"Neurology,Orthopedics,Pediatrics,Oncology,Cardiology",253 Patna Medical Road,27.670457,84.78698,no,2025-09-30
H200555,Ranchi Health Institute 1853,Jharkhand,Ranchi,300555,966,"Oncology,Nephrology,Gastroenterology,ENT,General Medicine",201 Ranchi Medical Road,13.877625,74.382233,no,2025-09-30
H200556,Lucknow Health Institute 7495,Uttar Pradesh,Lucknow,300556,1176,"General Medicine,Pediatrics,ENT,Neurology,Nephrology",67 Lucknow Medical Road,17.535145,85.545652,no,2025-09-30
H200557,Ranchi Health Institute 8623,Jharkhand,Ranchi,300557,935,"Neurology,ENT",83 Ranchi Medical Road,12.007192,82.26612,no,2025-09-30
H200558,Madurai Health Institute 7115,Tamil Nadu,Madurai,300558,684,"Cardiology,Neurology,ENT,Orthopedics",121 Madurai Medical Road,28.010225,84.964708,yes,2025-09-30
H200559,Amritsar Health Institute 3440,Punjab,Amritsar,300559,807,"General Medicine,ENT,Pediatrics,Cardiology,Nephrology",20 Amritsar Medical Road,22.630165,84.205748,no,2025-09-30
H200560,Kozhikode Health Institute 1960,Kerala,Kozhikode,300560,1174,"Nephrology,ENT",53 Kozhikode Medical Road,26.360136,68.931534,no,2025-09-30
H200561,Ranchi Health Institute 2430,Jharkhand,Ranchi,300561,899,"Neurology,Cardiology,Orthopedics,General Medicine,Pediatrics",54 Ranchi Medical Road,24.817096,70.493919,no,2025-09-30
H200562,Jaipur Health Institute 1308,Rajasthan,Jaipur,300562,494,"Oncology,Orthopedics,Gastroenterology,ENT",66 Jaipur Medical Road,26.434291,73.916962,yes,2025-09-30
H200563,Warangal Health Institute 8847,Telangana,Warangal,300563,30,"Cardiology,General Medicine,Orthopedics,Pediatrics,Gastroenterology",258 Warangal Medical Road,24.430254,87.054395,yes,2025-09-30
H200564,Hyderabad Health Institute 1129,Telangana,Hyderabad,300564,702,"Nephrology,General Medicine,Neurology,ENT",224 Hyderabad Medical Road,20.844306,83.371933,yes,2025-09-30
H200565,Tiruchirappalli Health Institute 3758,Tamil Nadu,Tiruchirappalli,300565,926,"Gastroenterology,Cardiology",24 Tiruchirappalli Medical Road,14.259909,87.320704,no,2025-09-30
H200566,Gurgaon Health Institute 2239,Haryana,Gurgaon,300566,949,"Cardiology,ENT,General Medicine,Pediatrics",32 Gurgaon Medical Road,9.062829,84.650549,no,2025-09-30
H200567,Kozhikode Health Institute 2,Kerala,Kozhikode,300567,651,"ENT,Neurology,General Medicine,Cardiology",214 Kozhikode Medical Road,8.263198,77.862899,yes,2025-09-30
H200568,Kolkata Health Institute 1585,West Bengal,Kolkata,300568,936,"Pediatrics,Nephrology,Gastroenterology,ENT",51 Kolkata Medical Road,14.729922,74.011188,no,2025-09-30
H200569,Jodhpur Health Institute 8468,Rajasthan,Jodhpur,300569,335,"Oncology,Nephrology,Neurology,Orthopedics,Pediatrics",95 Jodhpur Medical Road,18.647592,81.009452,no,2025-09-30
H200570,Mysuru Health Institute 1432,Karnataka,Mysuru,300570,649,"Pediatrics,ENT,Nephrology,Oncology,Orthopedics",131 Mysuru Medical Road,26.523782,78.161543,no,2025-09-30
H200571,Gaya Health Institute 6464,Bihar,Gaya,300571,1063,"ENT,Orthopedics,Neurology,Pediatrics,General Medicine",210 Gaya Medical Road,26.265401,86.789294,no,2025-09-30
H200572,Raipur Health Institute 3612,Chhattisgarh,Raipur,300572,844,"General Medicine,Oncology,Neurology",151 Raipur Medical Road,32.47401,71.341056,no,2025-09-30
H200573,North Delhi Health Institute 6250,Delhi,North Delhi,300573,603,"General Medicine,Orthopedics",10 North Delhi Medical Road,22.914567,76.522485,no,2025-09-30
H200574,Ranchi Health Institute 4296,Jharkhand,Ranchi,300574,928,"Pediatrics,Gastroenterology,Neurology,Nephrology",160 Ranchi Medical Road,31.276292,76.87727,no,2025-09-30
H200575,Udaipur Health Institute 2678,Rajasthan,Udaipur,300575,59,"General Medicine,Gastroenterology,Nephrology,Oncology",64 Udaipur Medical Road,12.336749,72.286025,no,2025-09-30
H200576,Guwahati Health Institute 4746,Assam,Guwahati,300576,932,"Neurology,Cardiology,Gastroenterology,Nephrology",162 Guwahati Medical Road,10.354563,73.583311,no,2025-09-30
H200577,Patna Health Institute 9978,Bihar,Patna,300577,748,"ENT,Oncology,Orthopedics,Nephrology,General Medicine",65 Patna Medical Road,14.882992,80.274189,no,2025-09-30
H200578,Jaipur Health Institute 302,Rajasthan,Jaipur,300578,1032,"Neurology,General Medicine,Nephrology",268 Jaipur Medical Road,20.78852,70.939915,no,2025-09-30
H200579,Kozhikode Health Institute 2303,Kerala,Kozhikode,300579,715,"Cardiology,Orthopedics,Oncology,Gastroenterology",51 Kozhikode Medical Road,28.305614,71.899459,no,2025-09-30
H200580,Jodhpur Health Institute 2200,Rajasthan,Jodhpur,300580,532,"Orthopedics,Oncology",230 Jodhpur Medical Road,14.694217,71.475337,yes,2025-09-30
H200581,Surat Health Institute 7716,Gujarat,Surat,300581,57,"ENT,Oncology",216 Surat Medical Road,16.60812,85.784947,no,2025-09-30
H200582,Bhubaneswar Health Institute 9617,Odisha,Bhubaneswar,300582,47,"Oncology,Cardiology,Gastroenterology",5 Bhubaneswar Medical Road,16.790575,77.430826,no,2025-09-30
H200583,Pune Health Institute 3383,Maharashtra,Pune,300583,523,"Orthopedics,ENT,Nephrology,Cardiology,Gastroenterology",70 Pune Medical Road,31.282307,81.249941,no,2025-09-30
H200584,Mumbai Health Institute 1928,Maharashtra,Mumbai,300584,438,"General Medicine,Pediatrics,Gastroenterology",80 Mumbai Medical Road,15.546215,69.987862,no,2025-09-30
H200585,Ranchi Health Institute 8158,Jharkhand,Ranchi,300585,418,"Cardiology,Nephrology",184 Ranchi Medical Road,16.797278,86.280699,yes,2025-09-30
H200586,Kolkata Health Institute 2738,West Bengal,Kolkata,300586,396,"Neurology,Orthopedics,General Medicine,Pediatrics",79 Kolkata Medical Road,27.116143,74.840267,no,2025-09-30
H200587,Bengaluru Health Institute 2380,Karnataka,Bengaluru,300587,1018,"Oncology,Gastroenterology,Neurology,General Medicine,Nephrology",2 Bengaluru Medical Road,25.777633,83.945681,no,2025-09-30
H200588,Jodhpur Health Institute 3432,Rajasthan,Jodhpur,300588,1002,"Oncology,Orthopedics",26 Jodhpur Medical Road,20.664161,71.074706,no,2025-09-30
H200589,Patna Health Institute 4947,Bihar,Patna,300589,196,"Pediatrics,Nephrology,Oncology",64 Patna Medical Road,19.746447,77.731642,no,2025-09-30
H200590,Guwahati Health Institute 4674,Assam,Guwahati,300590,696,"ENT,Orthopedics,Nephrology,Oncology",273 Guwahati Medical Road,15.520631,68.347364,no,2025-09-30
H200591,Madurai Health Institute 9170,Tamil Nadu,Madurai,300591,289,"Gastroenterology,Oncology,ENT,Cardiology",36 Madurai Medical Road,29.54439,82.129789,no,2025-09-30
H200592,Mangalore Health Institute 616,Karnataka,Mangalore,300592,749,"Gastroenterology,Nephrology,Cardiology,Pediatrics,Neurology",3 Mangalore Medical Road,23.298768,68.205093,no,2025-09-30
H200593,Raipur Health Institute 9697,Chhattisgarh,Raipur,300593,292,"Oncology,ENT,Nephrology",103 Raipur Medical Road,11.161411,75.966101,no,2025-09-30
H200594,Ahmedabad Health Institute 802,Gujarat,Ahmedabad,300594,393,"Nephrology,General Medicine,Gastroenterology,Oncology",153 Ahmedabad Medical Road,25.553437,69.834202,no,2025-09-30
H200595,Aurangabad Health Institute 9989,Maharashtra,Aurangabad,300595,329,"General Medicine,Oncology,Neurology",167 Aurangabad Medical Road,16.490795,83.239242,yes,2025-09-30
H200596,Chandigarh Health Institute 5731,Punjab,Chandigarh,300596,224,"Oncology,ENT",120 Chandigarh Medical Road,13.244036,72.526804,no,2025-09-30
H200597,Bhubaneswar Health Institute 1439,Odisha,Bhubaneswar,300597,247,"Oncology,ENT,Nephrology",286 Bhubaneswar Medical Road,11.244789,85.503459,no,2025-09-30
H200598,Mangalore Health Institute 866,Karnataka,Mangalore,300598,584,"Orthopedics,ENT,Gastroenterology",178 Mangalore Medical Road,14.328661,70.948,no,2025-09-30
H200599,Kolkata Health Institute 1612,West Bengal,Kolkata,300599,129,"Gastroenterology,Pediatrics",32 Kolkata Medical Road,30.300114,71.271999,no,2025-09-30
H200600,Raipur Health Institute 5816,Chhattisgarh,Raipur,300600,1028,"Cardiology,Nephrology,Orthopedics,Pediatrics",43 Raipur Medical Road,23.721808,80.389851,no,2025-09-30
H200601,Faridabad Health Institute 3944,Haryana,Faridabad,300601,1154,"Oncology,ENT,Nephrology,Orthopedics,Gastroenterology",226 Faridabad Medical Road,9.850205,76.809257,no,2025-09-30
H200602,Thiruvananthapuram Health Institute 3926,Kerala,Thiruvananthapuram,300602,832,"General Medicine,Orthopedics",111 Thiruvananthapuram Medical Road,9.172582,85.875254,no,2025-09-30
H200603,New Delhi Health Institute 1084,Delhi,New Delhi,300603,942,"Neurology,ENT",223 New Delhi Medical Road,19.590424,73.882799,no,2025-09-30
H200604,Ludhiana Health Institute 7197,Punjab,Ludhiana,300604,1030,"Pediatrics,Nephrology,Neurology,General Medicine,Orthopedics",23 Ludhiana Medical Road,20.331311,82.452467,no,2025-09-30
H200605,Guwahati Health Institute 7874,Assam,Guwahati,300605,716,"Pediatrics,Gastroenterology",291 Guwahati Medical Road,18.697227,80.565196,no,2025-09-30
H200606,Lucknow Health Institute 2201,Uttar Pradesh,Lucknow,300606,74,"Nephrology,ENT,Pediatrics,Oncology",163 Lucknow Medical Road,20.278828,71.831294,no,2025-09-30
H200607,Udaipur Health Institute 1625,Rajasthan,Udaipur,300607,75,"Nephrology,Neurology,ENT,General Medicine",10 Udaipur Medical Road,24.643514,85.995908,no,2025-09-30
H200608,Gurgaon Health Institute 4171,Haryana,Gurgaon,300608,108,"Pediatrics,Nephrology,General Medicine",213 Gurgaon Medical Road,18.196161,76.117436,no,2025-09-30
H200609,Vadodara Health Institute 5772,Gujarat,Vadodara,300609,417,"Neurology,Gastroenterology,Nephrology",275 Vadodara Medical Road,30.349873,83.92147,no,2025-09-30
H200610,Bengaluru Health Institute 6125,Karnataka,Bengaluru,300610,597,"ENT,Pediatrics",243 Bengaluru Medical Road,12.142293,78.189306,no,2025-09-30
H200611,Aurangabad Health Institute 1552,Maharashtra,Aurangabad,300611,723,"General Medicine,ENT,Cardiology,Pediatrics",156 Aurangabad Medical Road,31.291336,78.294845,no,2025-09-30
H200612,Chennai Health Institute 4765,Tamil Nadu,Chennai,300612,457,"Pediatrics,Nephrology",40 Chennai Medical Road,27.522139,80.801485,no,2025-09-30
H200613,Madurai Health Institute 6178,Tamil Nadu,Madurai,300613,833,"Pediatrics,General Medicine,Gastroenterology",126 Madurai Medical Road,20.451541,68.433095,no,2025-09-30
H200614,Surat Health Institute 6842,Gujarat,Surat,300614,395,"Oncology,Pediatrics,Cardiology,ENT,Gastroenterology",134 Surat Medical Road,14.897156,85.353221,yes,2025-09-30
H200615,Kochi Health Institute 2300,Kerala,Kochi,300615,518,"Neurology,Cardiology,ENT,Nephrology,Oncology",66 Kochi Medical Road,16.488716,84.766431,no,2025-09-30
H200616,Coimbatore Health Institute 4637,Tamil Nadu,Coimbatore,300616,32,"Orthopedics,General Medicine,Neurology",287 Coimbatore Medical Road,9.549236,87.552998,no,2025-09-30
